READ SERR 1 2
@crab_ratio_SA80_d49.pco
!
2.14499998 4.99999523E-3 1.01532018 1.1176304E-3
2.15500021 4.99999523E-3 1.01982152 1.13363599E-3
2.16499996 4.99999523E-3 1.01752234 1.14789687E-3
2.17500019 4.99999523E-3 1.02015579 1.1675196E-3
2.18499994 4.99999523E-3 1.02025986 1.18835818E-3
2.19500017 4.99999523E-3 1.02022743 1.21197558E-3
2.20499992 4.99999523E-3 1.02109313 1.2392794E-3
2.21500015 4.99999523E-3 1.02239573 1.26972783E-3
2.2249999 4.99999523E-3 1.0227772 1.30222749E-3
2.23500013 4.99999523E-3 1.02082098 1.33543264E-3
2.24499989 4.99999523E-3 1.02614725 1.37484237E-3
2.25500011 4.99999523E-3 1.02726233 1.41163019E-3
2.26499987 4.99999523E-3 1.02880645 1.44819543E-3
2.2750001 4.99999523E-3 1.03342152 1.48512691E-3
2.28499985 4.99999523E-3 1.03937101 1.52060029E-3
2.29500008 4.99999523E-3 1.04318404 1.55085546E-3
2.30499983 4.99999523E-3 1.04637384 1.57678442E-3
2.31500006 4.99999523E-3 1.05176508 1.60079333E-3
2.32499981 4.99999523E-3 1.05133319 1.61586457E-3
2.33500004 4.99999523E-3 1.05266464 1.62859506E-3
2.34499979 4.99999523E-3 1.05550635 1.63865916E-3
2.35500002 4.99999523E-3 1.04990482 1.63935695E-3
2.36499977 4.99999523E-3 1.0473721 1.6401629E-3
2.375 5.00011444E-3 1.04819024 1.64146116E-3
2.38500023 4.99999523E-3 1.04736614 1.64022588E-3
2.39499998 4.99999523E-3 1.04847705 1.63973821E-3
2.40500021 4.99999523E-3 1.04334927 1.63416774E-3
2.41499996 4.99999523E-3 1.04223692 1.63170008E-3
2.42500019 4.99999523E-3 1.03967786 1.62860425E-3
2.43499994 4.99999523E-3 1.04218388 1.62982056E-3
2.44500017 4.99999523E-3 1.0359751 1.62463775E-3
2.45499992 4.99999523E-3 1.03491211 1.6241736E-3
2.46500015 4.99999523E-3 1.03528202 1.62568432E-3
2.4749999 4.99999523E-3 1.03591502 1.62765069E-3
2.48500013 4.99999523E-3 1.03346026 1.6280436E-3
2.49499989 4.99999523E-3 1.03419578 1.6310066E-3
2.50500011 4.99999523E-3 1.02904761 1.62957842E-3
2.51499987 4.99999523E-3 1.03463316 1.63715135E-3
2.5250001 4.99999523E-3 1.03018868 1.63720641E-3
2.53499985 4.99999523E-3 1.02803087 1.63913774E-3
2.54500008 4.99999523E-3 1.03222692 1.64683233E-3
2.55499983 4.99999523E-3 1.02977967 1.64903793E-3
2.56500006 4.99999523E-3 1.03235865 1.65565871E-3
2.57499981 4.99999523E-3 1.02905989 1.65782555E-3
2.58500004 4.99999523E-3 1.03037632 1.66422362E-3
2.59499979 4.99999523E-3 1.03138018 1.67111657E-3
2.60500002 4.99999523E-3 1.03376627 1.67897413E-3
2.61499977 4.99999523E-3 1.03514016 1.68650318E-3
2.625 5.00011444E-3 1.03439307 1.69292476E-3
2.63500023 4.99999523E-3 1.0365653 1.70229794E-3
2.64499998 4.99999523E-3 1.03574085 1.70959369E-3
2.65500021 4.99999523E-3 1.03911304 1.72100263E-3
2.66499996 4.99999523E-3 1.03913665 1.7300871E-3
2.67500019 4.99999523E-3 1.04154277 1.74136518E-3
2.68499994 4.99999523E-3 1.04303372 1.75261789E-3
2.69500017 4.99999523E-3 1.03876126 1.75907649E-3
2.70499992 4.99999523E-3 1.0434494 1.77335332E-3
2.71500015 4.99999523E-3 1.03619289 1.77731202E-3
2.7249999 4.99999523E-3 1.03619933 1.78746576E-3
2.73500013 4.99999523E-3 1.03750753 1.79821427E-3
2.74499989 4.99999523E-3 1.03360641 1.80392864E-3
2.75500011 4.99999523E-3 1.02735949 1.80665893E-3
2.76499987 4.99999523E-3 1.0323993 1.81897893E-3
2.7750001 4.99999523E-3 1.02739906 1.82103971E-3
2.78499985 4.99999523E-3 1.0298239 1.82915258E-3
2.79500008 4.99999523E-3 1.03057134 1.83543528E-3
2.80499983 4.99999523E-3 1.02720237 1.83678651E-3
2.81500006 4.99999523E-3 1.02950704 1.84303022E-3
2.82499981 4.99999523E-3 1.02531672 1.84362649E-3
2.83500004 4.99999523E-3 1.03104353 1.85238826E-3
2.84499979 4.99999523E-3 1.02678442 1.85245089E-3
2.85500002 4.99999523E-3 1.03092384 1.86028215E-3
2.86499977 4.99999523E-3 1.02841067 1.86151592E-3
2.875 5.00011444E-3 1.02979112 1.86682062E-3
2.88500023 4.99999523E-3 1.02848065 1.86998595E-3
2.89499998 4.99999523E-3 1.02682173 1.87294802E-3
2.90500021 4.99999523E-3 1.02630997 1.87742559E-3
2.91499996 4.99999523E-3 1.02583814 1.8816255E-3
2.92500019 4.99999523E-3 1.02381301 1.88454171E-3
2.93499994 4.99999523E-3 1.02171528 1.88780192E-3
2.94500017 4.99999523E-3 1.02528262 1.89647579E-3
2.95499992 4.99999523E-3 1.02718139 1.90368458E-3
2.96500015 4.99999523E-3 1.02483201 1.90702605E-3
2.9749999 4.99999523E-3 1.02016604 1.90808356E-3
2.98500013 4.99999523E-3 1.02569425 1.91928505E-3
2.99499989 4.99999523E-3 1.02471626 1.92406354E-3
3.00500011 4.99999523E-3 1.02412605 1.92995416E-3
3.01499987 4.99999523E-3 1.02360392 1.93543849E-3
3.0250001 4.99999523E-3 1.02108252 1.93988928E-3
3.03499985 4.99999523E-3 1.01900065 1.94422889E-3
3.04500008 4.99999523E-3 1.02057242 1.95276272E-3
3.05499983 4.99999523E-3 1.01920259 1.95825309E-3
3.06500006 4.99999523E-3 1.01895332 1.96529063E-3
3.07499981 4.99999523E-3 1.01756334 1.97195471E-3
3.08500004 4.99999523E-3 1.0184499 1.9800053E-3
3.09499979 4.99999523E-3 1.0179342 1.98741886E-3
3.10500002 4.99999523E-3 1.01416719 1.99237303E-3
3.11499977 4.99999523E-3 1.01573074 2.00177636E-3
3.125 5.00011444E-3 1.01410913 2.00911891E-3
3.13500023 4.99999523E-3 1.01337874 2.01641885E-3
3.14499998 4.99999523E-3 1.01557136 2.0273847E-3
3.15500021 4.99999523E-3 1.01265728 2.03282316E-3
3.16499996 4.99999523E-3 1.01056564 2.03930261E-3
3.17500019 4.99999523E-3 1.01436317 2.05171248E-3
3.18499994 4.99999523E-3 1.01208866 2.05811881E-3
3.19500017 4.99999523E-3 1.01076353 2.06486625E-3
3.20499992 4.99999523E-3 1.01272404 2.0748612E-3
3.21500015 4.99999523E-3 1.01529634 2.08505825E-3
3.2249999 4.99999523E-3 1.01373327 2.09085317E-3
3.23500013 4.99999523E-3 1.01429725 2.09891843E-3
3.24499989 4.99999523E-3 1.01182604 2.1033443E-3
3.25500011 4.99999523E-3 1.01495564 2.11356301E-3
3.26499987 4.99999523E-3 1.01950729 2.12552305E-3
3.2750001 4.99999523E-3 1.01235533 2.12518545E-3
3.28499985 4.99999523E-3 1.01444399 2.13400414E-3
3.29500008 4.99999523E-3 1.01268947 2.13920651E-3
3.30499983 4.99999523E-3 1.01161957 2.14570598E-3
3.31500006 4.99999523E-3 1.0107069 2.15184712E-3
3.32499981 4.99999523E-3 1.01053536 2.15866836E-3
3.33500004 4.99999523E-3 1.0127306 2.16846261E-3
3.34499979 4.99999523E-3 1.00634754 2.16944795E-3
3.35500002 4.99999523E-3 1.0113219 2.18294444E-3
3.36499977 4.99999523E-3 1.00528324 2.1848937E-3
3.375 5.00011444E-3 1.01250899 2.20062956E-3
3.38500023 4.99999523E-3 1.00587904 2.20180885E-3
3.39499998 4.99999523E-3 1.00463951 2.2092571E-3
3.40500021 4.99999523E-3 1.00687444 2.22017895E-3
3.41499996 4.99999523E-3 1.00294292 2.22407188E-3
3.42500019 4.99999523E-3 1.00909424 2.2395649E-3
3.43499994 4.99999523E-3 1.00087023 2.23898934E-3
3.44500017 4.99999523E-3 1.00328052 2.25042528E-3
3.45499992 4.99999523E-3 1.00604045 2.26186239E-3
3.46500015 4.99999523E-3 1.00444031 2.26776209E-3
3.4749999 4.99999523E-3 0.997348726 2.26784474E-3
3.48500013 4.99999523E-3 1.00088167 2.27900385E-3
3.49499989 4.99999523E-3 1.00353169 2.29000277E-3
3.50500011 4.99999523E-3 0.994174898 2.28647166E-3
3.51499987 4.99999523E-3 1.00215435 2.30325363E-3
3.5250001 4.99999523E-3 0.999361873 2.30769441E-3
3.53499985 4.99999523E-3 1.00041163 2.3158805E-3
3.54500008 4.99999523E-3 1.0006479 2.3237206E-3
3.55499983 4.99999523E-3 0.998903453 2.329109E-3
3.56500006 4.99999523E-3 1.00044632 2.33882712E-3
3.57499981 4.99999523E-3 1.00078952 2.34736479E-3
3.58500004 4.99999523E-3 1.00153196 2.35611293E-3
3.59499979 4.99999523E-3 0.999137342 2.36097933E-3
3.60500002 4.99999523E-3 0.999805987 2.37032119E-3
3.61499977 4.99999523E-3 1.00145054 2.38070847E-3
3.625 5.00011444E-3 0.999780416 2.38685659E-3
3.63500023 4.99999523E-3 0.999233842 2.39519821E-3
3.64499998 4.99999523E-3 0.998752058 2.40285113E-3
3.65500021 4.99999523E-3 0.998889327 2.41210498E-3
3.66499996 4.99999523E-3 0.995236635 2.41614715E-3
3.67500019 4.99999523E-3 1.00015914 2.43074703E-3
3.68499994 4.99999523E-3 1.00248981 2.44250637E-3
3.69500017 4.99999523E-3 0.999576032 2.44823331E-3
3.70499992 4.99999523E-3 0.998109221 2.45521311E-3
3.71500015 4.99999523E-3 0.9996261 2.46673985E-3
3.7249999 4.99999523E-3 0.998849571 2.4745625E-3
3.73500013 4.99999523E-3 0.999457002 2.48451438E-3
3.74499989 4.99999523E-3 0.99528718 2.48836703E-3
3.75500011 4.99999523E-3 1.00183284 2.50688987E-3
3.76499987 4.99999523E-3 0.997676432 2.51053181E-3
3.7750001 4.99999523E-3 0.99868995 2.5207724E-3
3.78499985 4.99999523E-3 1.00127065 2.53343489E-3
3.79500008 4.99999523E-3 0.997661293 2.53830827E-3
3.80499983 4.99999523E-3 0.994614363 2.54400051E-3
3.81500006 4.99999523E-3 0.999049604 2.55886745E-3
3.82499981 4.99999523E-3 0.9953143 2.56479485E-3
3.83500004 4.99999523E-3 0.996449769 2.5752231E-3
3.84499979 4.99999523E-3 0.999874949 2.5891948E-3
3.85500002 4.99999523E-3 1.00193715 2.60147429E-3
3.86499977 4.99999523E-3 0.995098948 2.60278233E-3
3.875 5.00011444E-3 0.997723281 2.61515682E-3
3.88500023 4.99999523E-3 0.995524764 2.6228826E-3
3.89499998 4.99999523E-3 0.994142532 2.63022655E-3
3.90500021 4.99999523E-3 0.992857099 2.63852649E-3
3.91499996 4.99999523E-3 0.995849848 2.65236245E-3
3.92500019 4.99999523E-3 0.995352089 2.66273506E-3
3.93499994 4.99999523E-3 0.99228698 2.66863382E-3
3.94500017 4.99999523E-3 0.997811317 2.68562487E-3
3.95499992 4.99999523E-3 0.995069802 2.69252667E-3
3.96500015 4.99999523E-3 0.998843729 2.70754565E-3
3.9749999 4.99999523E-3 0.998279452 2.71749613E-3
3.98500013 4.99999523E-3 0.994615912 2.72301864E-3
3.99499989 4.99999523E-3 0.989902675 2.72633322E-3
4.00500011 5.00011444E-3 0.992349505 2.74005043E-3
4.01500034 4.99987602E-3 0.991909921 2.74977437E-3
4.0250001 5.00011444E-3 0.9981879 2.76898639E-3
4.03499985 4.99987602E-3 0.994098186 2.77447398E-3
4.04500008 5.00011444E-3 0.989567637 2.77944724E-3
4.05500031 4.99987602E-3 0.991446197 2.79232953E-3
4.06500006 5.00011444E-3 0.994195282 2.80603254E-3
4.07499981 4.99987602E-3 0.992418766 2.81393621E-3
4.08500004 5.00011444E-3 0.994291306 2.82749231E-3
4.09500027 4.99987602E-3 0.997519732 2.84299511E-3
4.10500002 5.00011444E-3 0.994006932 2.8489423E-3
4.11499977 4.99987602E-3 0.992049158 2.85773864E-3
4.125 5.00011444E-3 0.991132081 2.8677776E-3
4.13500023 4.99987602E-3 0.986484647 2.87079578E-3
4.14499998 5.00011444E-3 0.990662754 2.8875561E-3
4.15499973 4.99987602E-3 0.992176116 2.9018994E-3
4.16499996 5.00011444E-3 0.988161504 2.90669734E-3
4.17500019 4.99987602E-3 0.990817904 2.92157615E-3
4.18499994 5.00011444E-3 0.983688653 2.92257546E-3
4.19499969 4.99987602E-3 0.988856554 2.94259284E-3
4.20499992 5.00011444E-3 0.981986403 2.94353603E-3
4.21500015 4.99987602E-3 0.984466851 2.95851799E-3
4.2249999 5.00011444E-3 0.987052381 2.97429622E-3
4.23499966 4.99987602E-3 0.987548232 2.98910262E-3
4.24499989 5.00011444E-3 0.983525097 2.99225887E-3
4.25500011 5.00011444E-3 0.988207161 3.01112211E-3
4.26500034 4.99987602E-3 0.985087812 3.01837525E-3
4.2750001 5.00011444E-3 0.981054187 3.02446121E-3
4.28499985 4.99987602E-3 0.990583241 3.05149518E-3
4.29500008 5.00011444E-3 0.988974988 3.06173111E-3
4.30500031 4.99987602E-3 0.986617744 3.07149231E-3
4.31500006 5.00011444E-3 0.988112569 3.08501255E-3
4.32499981 4.99987602E-3 0.988793552 3.09795234E-3
4.33500004 5.00011444E-3 0.987163782 3.10791656E-3
4.34500027 4.99987602E-3 0.985576332 3.11826193E-3
4.35500002 5.00011444E-3 0.984533727 3.12945945E-3
4.36499977 4.99987602E-3 0.989763677 3.15003237E-3
4.375 5.00011444E-3 0.986758351 3.15675582E-3
4.38500023 4.99987602E-3 0.985924721 3.16707254E-3
4.39499998 5.00011444E-3 0.991978705 3.18896607E-3
4.40499973 4.99987602E-3 0.989105999 3.19668883E-3
4.41499996 5.00011444E-3 0.980617404 3.19581991E-3
4.42500019 4.99987602E-3 0.985423028 3.21755558E-3
4.43499994 5.00011444E-3 0.986528575 3.23058711E-3
4.44499969 4.99987602E-3 0.985657871 3.24279745E-3
4.45499992 5.00011444E-3 0.98308301 3.24940332E-3
4.46500015 4.99987602E-3 0.98717016 3.2683278E-3
4.4749999 5.00011444E-3 0.978337049 3.26722581E-3
4.48499966 4.99987602E-3 0.980989814 3.28405015E-3
4.49499989 5.00011444E-3 0.988509536 3.3103358E-3
4.50500011 5.00011444E-3 0.982797801 3.31266061E-3
4.51500034 4.99987602E-3 0.988747597 3.33516602E-3
4.5250001 5.00011444E-3 0.982350528 3.33763123E-3
4.53499985 4.99987602E-3 0.982119083 3.35209747E-3
4.54500008 5.00011444E-3 0.978303134 3.35699529E-3
4.55500031 4.99987602E-3 0.985888898 3.38275754E-3
4.56500006 5.00011444E-3 0.979080617 3.38477874E-3
4.57499981 4.99987602E-3 0.977315664 3.39509803E-3
4.58500004 5.00011444E-3 0.98157084 3.41424043E-3
4.59500027 4.99987602E-3 0.984582961 3.43270088E-3
4.60500002 5.00011444E-3 0.976369262 3.43254581E-3
4.61499977 4.99987602E-3 0.986453652 3.46215442E-3
4.625 5.00011444E-3 0.978439033 3.46310902E-3
4.63500023 4.99987602E-3 0.977494597 3.4739729E-3
4.64499998 5.00011444E-3 0.983047724 3.49898846E-3
4.65499973 4.99987602E-3 0.979361475 3.50570004E-3
4.66499996 5.00011444E-3 0.976087213 3.51341348E-3
4.67500019 4.99987602E-3 0.984587967 3.54172103E-3
4.68499994 5.00011444E-3 0.983350098 3.55241843E-3
4.69499969 4.99987602E-3 0.977921069 3.55627178E-3
4.70499992 5.00011444E-3 0.980008245 3.57500766E-3
4.71500015 4.99987602E-3 0.976419806 3.58200702E-3
4.7249999 5.00011444E-3 0.987974167 3.61604732E-3
4.73499966 4.99987602E-3 0.980002046 3.61610018E-3
4.74499989 5.00011444E-3 0.98080641 3.63051519E-3
4.75500011 5.00011444E-3 0.974866271 3.63300601E-3
4.76500034 4.99987602E-3 0.983904183 3.66460183E-3
4.7750001 5.00011444E-3 0.976096272 3.66644911E-3
4.78499985 4.99987602E-3 0.979423106 3.68593959E-3
4.79500008 5.00011444E-3 0.982292235 3.70660028E-3
4.80500031 4.99987602E-3 0.983077765 3.72080901E-3
4.81500006 5.00011444E-3 0.976162434 3.72144324E-3
4.82499981 4.99987602E-3 0.980642259 3.74457357E-3
4.83500004 5.00011444E-3 0.977633595 3.7562307E-3
4.84500027 4.99987602E-3 0.974145472 3.76237161E-3
4.85500002 5.00011444E-3 0.986540139 3.80011345E-3
4.86499977 4.99987602E-3 0.979751766 3.80244618E-3
4.875 5.00011444E-3 0.977250278 3.81134916E-3
4.88500023 4.99987602E-3 0.980081618 3.8337044E-3
