READ SERR 1 2
@crab_ratio_SA80_d49.pco
!
4.89499998 5.00011444E-3 0.974808156 3.83688021E-3
4.90499973 4.99987602E-3 0.978925586 3.86159029E-3
4.91499996 5.00011444E-3 0.977407277 3.87281971E-3
4.92500019 4.99987602E-3 0.981454134 3.89233907E-3
4.93499994 5.00011444E-3 0.975906968 3.89750884E-3
4.94499969 4.99987602E-3 0.981302679 3.92617425E-3
4.95499992 5.00011444E-3 0.978264213 3.93336033E-3
4.96500015 4.99987602E-3 0.983484209 3.96025134E-3
4.9749999 5.00011444E-3 0.977118313 3.96316918E-3
4.98499966 4.99987602E-3 0.979887962 3.98179749E-3
4.99499989 5.00011444E-3 0.976911426 3.99166252E-3
5.00500011 5.00011444E-3 0.980412304 4.01777169E-3
5.01500034 4.99987602E-3 0.970757723 4.01099632E-3
5.0250001 5.00011444E-3 0.971848428 4.02607862E-3
5.03499985 4.99987602E-3 0.976888716 4.05276241E-3
5.04500008 5.00011444E-3 0.982468545 4.08144668E-3
5.05500031 4.99987602E-3 0.974484682 4.07811068E-3
5.06500006 5.00011444E-3 0.975180149 4.09498578E-3
5.07499981 4.99987602E-3 0.971783876 4.10578353E-3
5.08500004 5.00011444E-3 0.971909642 4.12267819E-3
5.09500027 4.99987602E-3 0.972213924 4.14047297E-3
5.10500002 5.00011444E-3 0.988118768 4.188105E-3
5.11499977 4.99987602E-3 0.969979107 4.16548876E-3
5.125 5.00011444E-3 0.976795971 4.1944012E-3
5.13500023 4.99987602E-3 0.975866795 4.20825277E-3
5.14499998 5.00011444E-3 0.975976765 4.22766339E-3
5.15499973 4.99987602E-3 0.97345221 4.2353468E-3
5.16499996 5.00011444E-3 0.973929703 4.25548386E-3
5.17500019 4.99987602E-3 0.971143782 4.26538754E-3
5.18499994 5.00011444E-3 0.976259828 4.3002367E-3
5.19499969 4.99987602E-3 0.976244867 4.30942653E-3
5.20499992 5.00011444E-3 0.980159402 4.32993099E-3
5.21500015 4.99987602E-3 0.979635835 4.34484985E-3
5.2249999 5.00011444E-3 0.975441098 4.35303338E-3
5.23499966 4.99987602E-3 0.972727835 4.36557923E-3
5.24499989 5.00011444E-3 0.973000467 4.38184477E-3
5.25500011 5.00011444E-3 0.974081099 4.40162281E-3
5.26500034 4.99987602E-3 0.980063558 4.43707034E-3
5.2750001 5.00011444E-3 0.973178923 4.43137344E-3
5.28499985 4.99987602E-3 0.985582054 4.47583944E-3
5.29500008 5.00011444E-3 0.981245697 4.48401924E-3
5.30500031 4.99987602E-3 0.967942297 4.47083171E-3
5.31500006 5.00011444E-3 0.971314013 4.49722912E-3
5.32499981 4.99987602E-3 0.976430774 4.52382257E-3
5.33500004 5.00011444E-3 0.969724238 4.52852901E-3
5.34500027 4.99987602E-3 0.969644427 4.54308651E-3
5.35500002 5.00011444E-3 0.970877528 4.56068479E-3
5.36499977 4.99987602E-3 0.972064853 4.58007818E-3
5.375 5.00011444E-3 0.972828269 4.60231956E-3
5.38500023 4.99987602E-3 0.962771118 4.59275115E-3
5.39499998 5.00011444E-3 0.962282956 4.60572029E-3
5.40499973 4.99987602E-3 0.969192028 4.63801296E-3
5.41499996 5.00011444E-3 0.967092514 4.65223379E-3
5.42500019 4.99987602E-3 0.970565856 4.67676856E-3
5.43499994 5.00011444E-3 0.972591221 4.7016507E-3
5.44499969 4.99987602E-3 0.974808633 4.72242106E-3
5.45499992 5.00011444E-3 0.972622097 4.7370973E-3
5.46500015 4.99987602E-3 0.960340321 4.72045969E-3
5.4749999 5.00011444E-3 0.970963836 4.76210471E-3
5.48499966 4.99987602E-3 0.97401619 4.7903317E-3
5.49499989 5.00011444E-3 0.971304655 4.79830056E-3
5.50500011 5.00011444E-3 0.973623157 4.82226256E-3
5.51500034 4.99987602E-3 0.963679731 4.81946906E-3
5.5250001 5.00011444E-3 0.967445076 4.84328717E-3
5.53499985 4.99987602E-3 0.971354008 4.87035094E-3
5.54500008 5.00011444E-3 0.972800791 4.89591574E-3
5.55500031 4.99987602E-3 0.974995792 4.91756573E-3
5.56500006 5.00011444E-3 0.978207707 4.94260155E-3
5.57499981 4.99987602E-3 0.965978026 4.93087852E-3
5.58500004 5.00011444E-3 0.965216219 4.95169545E-3
5.59500027 4.99987602E-3 0.973956466 4.98801982E-3
5.60500002 5.00011444E-3 0.97248745 5.00163017E-3
5.61499977 4.99987602E-3 0.965388179 5.00550447E-3
5.625 5.00011444E-3 0.975110412 5.04112383E-3
5.63500023 4.99987602E-3 0.961179137 5.02584456E-3
5.64499998 5.00011444E-3 0.95793277 5.04504936E-3
5.65499973 4.99987602E-3 0.966186047 5.08007221E-3
5.66499996 5.00011444E-3 0.968414605 5.10632712E-3
5.67500019 4.99987602E-3 0.964798093 5.1129777E-3
5.68499994 5.00011444E-3 0.966495216 5.13178902E-3
5.69499969 4.99987602E-3 0.960722506 5.13193477E-3
5.70499992 5.00011444E-3 0.973034799 5.18596405E-3
5.71500015 4.99987602E-3 0.965455115 5.18659642E-3
5.7249999 5.00011444E-3 0.968215406 5.2113845E-3
5.73499966 4.99987602E-3 0.969452143 5.23446687E-3
5.74499989 5.00011444E-3 0.968694508 5.25250239E-3
5.75500011 5.00011444E-3 0.955816627 5.23554673E-3
5.76500034 4.99987602E-3 0.973388672 5.30342385E-3
5.7750001 5.00011444E-3 0.963166714 5.29906526E-3
5.78499985 4.99987602E-3 0.965942085 5.31953573E-3
5.79500008 5.00011444E-3 0.953113675 5.30998316E-3
5.80500031 4.99987602E-3 0.968953848 5.37149748E-3
5.81500006 5.00011444E-3 0.965029478 5.37879206E-3
5.82499981 4.99987602E-3 0.963478804 5.39286621E-3
5.83500004 5.00011444E-3 0.954610765 5.3877281E-3
5.84500027 4.99987602E-3 0.961165428 5.42656844E-3
5.85500002 5.00011444E-3 0.966951668 5.4628225E-3
5.86499977 4.99987602E-3 0.970855474 5.49012749E-3
5.875 5.00011444E-3 0.968992889 5.50180906E-3
5.88500023 4.99987602E-3 0.960649908 5.50297648E-3
5.89499998 5.00011444E-3 0.956124544 5.51731512E-3
5.90499973 4.99987602E-3 0.952858806 5.51723409E-3
5.91499996 5.00011444E-3 0.967186749 5.57788461E-3
5.92500019 4.99987602E-3 0.957736552 5.57812536E-3
5.93499994 5.00011444E-3 0.959419549 5.59982192E-3
5.94499969 4.99987602E-3 0.962008297 5.62423421E-3
5.95499992 5.00011444E-3 0.959580481 5.63676888E-3
5.96500015 4.99987602E-3 0.953431785 5.63840382E-3
5.9749999 5.00011444E-3 0.964285851 5.69035811E-3
5.98499966 4.99987602E-3 0.957238555 5.69283217E-3
5.99499989 5.00011444E-3 0.949657321 5.69214113E-3
6.00500011 5.00011444E-3 0.96247232 5.7492177E-3
6.01500034 4.99987602E-3 0.951899588 5.73679945E-3
6.0250001 5.00011444E-3 0.961723864 5.78881428E-3
6.03499985 4.99987602E-3 0.960364819 5.81270317E-3
6.04500008 5.00011444E-3 0.956563294 5.81855839E-3
6.05500031 4.99987602E-3 0.949605823 5.81870275E-3
6.06500006 5.00011444E-3 0.952358425 5.85533306E-3
6.07499981 4.99987602E-3 0.956210494 5.879601E-3
6.08500004 5.00011444E-3 0.96387583 5.92841022E-3
6.09500027 4.99987602E-3 0.954525352 5.92234125E-3
6.10500002 5.00011444E-3 0.964857876 5.96475881E-3
6.11499977 4.99987602E-3 0.959756017 5.96875325E-3
6.125 5.00011444E-3 0.955444336 5.97803993E-3
6.13500023 4.99987602E-3 0.952341855 5.9906356E-3
6.14499998 5.00011444E-3 0.956476748 6.02340233E-3
6.15499973 4.99987602E-3 0.95052284 6.02345308E-3
6.16499996 5.00011444E-3 0.969871521 6.10599667E-3
6.17500019 4.99987602E-3 0.957242429 6.09088456E-3
6.18499994 5.00011444E-3 0.949781775 6.0903579E-3
6.19499969 4.99987602E-3 0.947513044 6.10318268E-3
6.20499992 5.00011444E-3 0.952628911 6.13729842E-3
6.21500015 4.99987602E-3 0.957065165 6.17093267E-3
6.2249999 5.00011444E-3 0.958739102 6.19690632E-3
6.23499966 4.99987602E-3 0.952127874 6.19349862E-3
6.24499989 5.00011444E-3 0.947720885 6.20472198E-3
6.25500011 5.00011444E-3 0.94871676 6.24519819E-3
6.26500034 4.99987602E-3 0.947659731 6.2639406E-3
6.2750001 5.00011444E-3 0.941913724 6.27070293E-3
6.28499985 4.99987602E-3 0.958664179 6.34003431E-3
6.29500008 5.00011444E-3 0.947913945 6.32573618E-3
6.30500031 4.99987602E-3 0.959739983 6.38776412E-3
6.31500006 5.00011444E-3 0.956337214 6.40480267E-3
6.32499981 4.99987602E-3 0.945729852 6.38730312E-3
6.33500004 5.00011444E-3 0.944933951 6.4045405E-3
6.34500027 4.99987602E-3 0.953796685 6.45477464E-3
6.35500002 5.00011444E-3 0.94779557 6.4545623E-3
6.36499977 4.99987602E-3 0.942869425 6.45881379E-3
6.375 5.00011444E-3 0.933674753 6.45388197E-3
6.38500023 4.99987602E-3 0.945254683 6.5187444E-3
6.39499998 5.00011444E-3 0.9422068 6.53232215E-3
6.40499973 4.99987602E-3 0.935000956 6.54263468E-3
6.41499996 5.00011444E-3 0.950393975 6.61163637E-3
6.42500019 4.99987602E-3 0.94353354 6.60679117E-3
6.43499994 5.00011444E-3 0.946090519 6.63451105E-3
6.44499969 4.99987602E-3 0.940540791 6.64409436E-3
6.45499992 5.00011444E-3 0.952214122 6.73367735E-3
6.46500015 4.99987602E-3 0.941589594 6.69317693E-3
6.4749999 5.00011444E-3 0.946175218 6.73187291E-3
6.48499966 4.99987602E-3 0.956707954 6.81515038E-3
6.49499989 5.00011444E-3 0.94840914 6.79202192E-3
6.50500011 5.00011444E-3 0.940569222 6.778365E-3
6.51500034 4.99987602E-3 0.93638742 6.78601256E-3
6.5250001 5.00011444E-3 0.93925482 6.82079187E-3
6.53499985 4.99987602E-3 0.945542037 6.86958572E-3
6.54500008 5.00011444E-3 0.941040277 6.87916763E-3
6.55500031 4.99987602E-3 0.933750033 6.87791733E-3
6.56500006 5.00011444E-3 0.940971434 6.93136128E-3
6.57499981 4.99987602E-3 0.932310522 6.92921737E-3
6.58500004 5.00011444E-3 0.941566944 6.99347863E-3
6.59500027 4.99987602E-3 0.950007379 7.03379326E-3
6.60500002 5.00011444E-3 0.94178915 7.0216395E-3
6.61499977 4.99987602E-3 0.934991837 7.02942908E-3
6.625 5.00011444E-3 0.951007009 7.13000586E-3
6.63500023 4.99987602E-3 0.941597104 7.10114045E-3
6.64499998 5.00011444E-3 0.946859062 7.13820057E-3
6.65499973 4.99987602E-3 0.942655206 7.14428071E-3
6.66499996 5.00011444E-3 0.939616084 7.16157071E-3
6.67500019 4.99987602E-3 0.949672401 7.2323177E-3
6.68499994 5.00011444E-3 0.923888564 7.16411741E-3
6.69499969 4.99987602E-3 0.94079411 7.25587411E-3
6.70499992 5.00011444E-3 0.945450246 7.29517872E-3
6.71500015 4.99987602E-3 0.93571353 7.27935787E-3
6.7249999 5.00011444E-3 0.934357584 7.30162347E-3
6.73499966 4.99987602E-3 0.936122119 7.33126188E-3
6.74499989 5.00011444E-3 0.944764674 7.38501363E-3
6.75500011 5.00011444E-3 0.940114796 7.40385242E-3
6.76500034 4.99987602E-3 0.925769567 7.39982212E-3
6.7750001 5.00011444E-3 0.934669197 7.44661503E-3
6.78499985 4.99987602E-3 0.939615428 7.48424558E-3
6.79500008 5.00011444E-3 0.921807408 7.43189687E-3
6.80500031 4.99987602E-3 0.932429194 7.50099123E-3
6.81500006 5.00011444E-3 0.926670134 7.51990033E-3
6.82499981 4.99987602E-3 0.937659025 7.57222669E-3
6.83500004 5.00011444E-3 0.91345191 7.49947969E-3
6.84500027 4.99987602E-3 0.942762613 7.65490113E-3
6.85500002 5.00011444E-3 0.928631961 7.6464531E-3
6.86499977 4.99987602E-3 0.934779406 7.67633133E-3
6.875 5.00011444E-3 0.930309117 7.68110063E-3
6.88500023 4.99987602E-3 0.930017591 7.72995874E-3
6.89499998 5.00011444E-3 0.942303717 7.78951915E-3
6.90499973 4.99987602E-3 0.93333298 7.76211079E-3
6.91499996 5.00011444E-3 0.940097988 7.82116689E-3
6.92500019 4.99987602E-3 0.93540585 7.85819814E-3
6.93499994 5.00011444E-3 0.9296152 7.85507727E-3
6.94499969 4.99987602E-3 0.923155963 7.82835018E-3
6.95499992 5.00011444E-3 0.915881634 7.82833248E-3
6.96500015 4.99987602E-3 0.939714551 7.96121731E-3
6.9749999 5.00011444E-3 0.933704615 7.95595441E-3
6.98499966 4.99987602E-3 0.922061443 7.93070719E-3
6.99499989 5.00011444E-3 0.927703679 7.98611157E-3
7.00500011 5.00011444E-3 0.924875617 8.00739136E-3
7.01500034 4.99987602E-3 0.921168208 8.02051928E-3
7.0250001 5.00011444E-3 0.919180453 8.03735107E-3
7.03499985 4.99987602E-3 0.922441125 8.08166526E-3
7.04500008 5.00011444E-3 0.931545675 8.15050956E-3
7.05500031 4.99987602E-3 0.931430221 8.17801245E-3
7.06500006 5.00011444E-3 0.928735077 8.19616765E-3
7.07499981 4.99987602E-3 0.9393273 8.26771464E-3
7.08500004 5.00011444E-3 0.917789638 8.19666497E-3
7.09500027 4.99987602E-3 0.918468952 8.23407993E-3
7.10500002 5.00011444E-3 0.932265699 8.35374463E-3
7.11499977 4.99987602E-3 0.910882175 8.27057008E-3
7.125 5.00011444E-3 0.91609633 8.32270272E-3
7.13500023 4.99987602E-3 0.918123901 8.38989578E-3
7.14499998 5.00011444E-3 0.922860503 8.41726083E-3
7.15499973 4.99987602E-3 0.921250522 8.42947513E-3
7.16499996 5.00011444E-3 0.918050945 8.44629575E-3
7.17500019 4.99987602E-3 0.927486956 8.52780882E-3
7.18499994 5.00011444E-3 0.916857541 8.50659329E-3
7.19499969 4.99987602E-3 0.912970245 8.51117447E-3
7.20499992 5.00011444E-3 0.92090565 8.57883599E-3
7.21500015 4.99987602E-3 0.919397414 8.61820299E-3
7.2249999 5.00011444E-3 0.919075429 8.69630277E-3
7.23499966 4.99987602E-3 0.921426177 8.68150778E-3
7.24499989 5.00011444E-3 0.922863185 8.69863201E-3
7.25500011 5.00011444E-3 0.921727002 8.72244872E-3
7.26500034 4.99987602E-3 0.918486178 8.73645954E-3
7.2750001 5.00011444E-3 0.910003483 8.74019414E-3
7.28499985 4.99987602E-3 0.913717806 8.82376358E-3
7.29500008 5.00011444E-3 0.909646809 8.80447961E-3
7.30500031 4.99987602E-3 0.912460208 8.83231871E-3
7.31500006 5.00011444E-3 0.909371853 8.85834638E-3
7.32499981 4.99987602E-3 0.905221939 8.90250411E-3
7.33500004 5.00011444E-3 0.920864463 8.97929072E-3
7.34500027 4.99987602E-3 0.906125665 8.93941894E-3
7.35500002 5.00011444E-3 0.921188831 9.0840999E-3
7.36499977 4.99987602E-3 0.904959202 9.0107955E-3
7.375 5.00011444E-3 0.909925818 9.06112604E-3
7.38500023 4.99987602E-3 0.911442041 9.09195654E-3
7.39499998 5.00011444E-3 0.91990447 9.14890692E-3
7.40499973 4.99987602E-3 0.910558343 9.14142746E-3
7.41499996 5.00011444E-3 0.9110533 9.20236856E-3
7.42500019 4.99987602E-3 0.905821502 9.23974533E-3
7.43499994 5.00011444E-3 0.913735509 9.28166602E-3
7.44499969 4.99987602E-3 0.897276342 9.20401793E-3
7.45499992 5.00011444E-3 0.91105181 9.29250941E-3
7.46500015 4.99987602E-3 0.899653733 9.27879382E-3
7.4749999 5.00011444E-3 0.912281811 9.38269962E-3
7.48499966 4.99987602E-3 0.931149006 9.52109229E-3
7.49499989 5.00011444E-3 0.902311862 9.45238955E-3
7.50500011 5.00011444E-3 0.90470165 9.44874529E-3
7.51500034 4.99987602E-3 0.918428481 9.5302863E-3
7.5250001 5.00011444E-3 0.907866716 9.51547269E-3
7.53499985 4.99987602E-3 0.906953752 9.56769101E-3
7.54500008 5.00011444E-3 0.904215813 9.61111579E-3
7.55500031 4.99987602E-3 0.912743926 9.67621896E-3
7.56500006 5.00011444E-3 0.918222249 9.72067751E-3
7.57499981 4.99987602E-3 0.901626945 9.65814199E-3
7.58500004 5.00011444E-3 0.883665144 9.60844383E-3
7.59500027 4.99987602E-3 0.896529734 9.71735828E-3
7.60500002 5.00011444E-3 0.899701118 9.75804497E-3
7.61499977 4.99987602E-3 0.90350014 9.80383623E-3
7.625 5.00011444E-3 0.893949509 9.7905118E-3
7.63500023 4.99987602E-3 0.877027035 9.74221341E-3
7.64499998 5.00011444E-3 0.900839984 9.91062541E-3
7.65499973 4.99987602E-3 0.885691702 9.86706186E-3
7.66499996 5.00011444E-3 0.905600548 1.00206444E-2
7.67500019 4.99987602E-3 0.875380635 9.91910789E-3
7.68499994 5.00011444E-3 0.894628048 9.98331234E-3
7.69499969 4.99987602E-3 0.888014019 9.95894801E-3
7.70499992 5.00011444E-3 0.899745703 1.0067896E-2
7.71500015 4.99987602E-3 0.898026526 1.00936126E-2
7.7249999 5.00011444E-3 0.898124635 1.01410495E-2
7.73499966 4.99987602E-3 0.891908526 1.01554161E-2
7.74499989 5.00011444E-3 0.901756823 1.02383653E-2
7.75500011 5.00011444E-3 0.905745506 1.02922563E-2
7.76500034 4.99987602E-3 0.916521251 1.03926156E-2
7.7750001 5.00011444E-3 0.888802826 1.02935722E-2
7.78499985 4.99987602E-3 0.898762286 1.04108062E-2
7.79500008 5.00011444E-3 0.910745025 1.05130486E-2
7.80500031 4.99987602E-3 0.878066778 1.03668058E-2
7.81500006 5.00011444E-3 0.882500827 1.04736704E-2
7.82499981 4.99987602E-3 0.882519662 1.04443813E-2
7.83500004 5.00011444E-3 0.895285726 1.05177248E-2
7.84500027 4.99987602E-3 0.890752733 1.05219176E-2
7.85500002 5.00011444E-3 0.867563426 1.04519743E-2
7.86499977 4.99987602E-3 0.892606378 1.06603522E-2
7.875 5.00011444E-3 0.891919434 1.06895892E-2
7.88500023 4.99987602E-3 0.878007472 1.06272353E-2
7.89499998 5.00011444E-3 0.891430914 1.0730193E-2
7.90499973 4.99987602E-3 0.876698852 1.06709544E-2
7.91499996 5.00011444E-3 0.892927885 1.07959313E-2
7.92500019 4.99987602E-3 0.906039 1.09282099E-2
7.93499994 5.00011444E-3 0.885632813 1.08741801E-2
7.94499969 4.99987602E-3 0.886789739 1.09295063E-2
7.95499992 5.00011444E-3 0.911243916 1.11044804E-2
7.96500015 4.99987602E-3 0.872879088 1.09032253E-2
7.9749999 5.00011444E-3 0.88891077 1.10416571E-2
7.98499966 4.99987602E-3 0.889582396 1.10722985E-2
